Title,Cited by,Link,Abstract
"Nato, missile defence and extended deterrence",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951670247&doi=10.1080%2f00396330903461674&partnerID=40&md5=3d6f703bc96a01e15cfb0d5631ee0f2f","NATO should use the next decade to incrementally change its extended deterrence posture from the traditional emphasis on the stationing of US nuclear forces in Europe to a concept that relies upon missile defence. Even if there is a dramatic deterioration of relations with Russia or a nuclear Iran triggers a nuclear arms race in the Middle East, it would be difficult to legitimise the modernisation of nuclear delivery systems operated by Europeans in addition to US strategic nuclear forces. In the short term, NATO should not unilaterally withdraw US nuclear weapons from Europe. Any discussion about a complete US nuclear withdrawal would have a tremendous negative impact on Alliance cohesion. In the medium term, NATO should engage in missile-defense cooperation. In the long term, missile defences should replace what is currently known as NATO's nuclear sharing."
"The unravelling of the Cold War settlement",23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951690256&doi=10.1080%2f00396330903461666&partnerID=40&md5=4cb737e8aa94351e898861f4ff3237e3","Twenty years ago, as the Cold War was being ushered to a close, American and Russian leaders crafted a settlement with principles and arrangements intended to constitute a great-power peace as well as to extend the liberal international order. Today, the promise these arrangements once held now seems distant. For both sides, relations are now marked by a sense of grievance, disappointment and dashed expectations. The new administration of President Barack Obama sees the repair of the relationship with Russia as a major foreign-policy objective, and is ambitiously attempting to reset it and place it on a more positive footing. Already this new policy has provoked a chorus of condemnation that the United States is appeasing Russia and sacrificing both its national interests and the interests of democratic allies in Eastern Europe and the former Soviet region. In reality, the Obama policy is a move toward recovering some of America's most successful foreign-policy approaches that reached a zenith at the end of the Cold War under the later Reagan administration and the George H.W. Bush administration."
"China and the United States: Between cold and warm peace",12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951685097&doi=10.1080%2f00396330903461708&partnerID=40&md5=fd62b63e1e4f48ca8519a2659fed9946","Global order depends significantly on the US and Chinese roles in global politics as well as the relationship between them. Cooperation in three issue areas - the global economic crisis, the non-proliferation of nuclear weapons and climate change - would be beneficial to the maintenance of a stable and peaceful global order. But four factors make sustained cooperation difficult to achieve: exceptionalism in both political cultures, the problems of policy implementation in the two political systems, the elements of hierarchy and power transition that need to be negotiated, and the deep-rooted issue of mutual strategic distrust. The two states' bilateral relationship can be characterised now, and for some time to come, as resting between a cold and warm peace."
"The strategic gap in British defence policy",22,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950778741&doi=10.1080%2f00396330903168840&partnerID=40&md5=fd722ca6640359a9063c83db43c3accf","As the United Kingdom faces a defence review, most probably in 2010, it needs to clarify an agenda befuddled by human-security needs and the publicity given to international terrorism. The war in Afghanistan rests on the assumption that the 'special relationship' with the United States remains the central pillar of defence thinking. Another assumption is that major inter-state war is unlikely. Such an expectation suggests that deterrence continues to play an important if under-recognised role. Britain remains ready to use war to pursue its policy goals, but the wars in which it has engaged since 1982 have been limited. Defence reviews should be conducted regularly, as in the United States. Moreover, the creation of defence policy needs to be more central to party political debate, not least so that the electorate is more directly engaged in and informed about the issues."
"Learning under fire: Progress and dissent in the US military",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950779079&doi=10.1080%2f00396330903168824&partnerID=40&md5=b05047b30a51bf741aac5597cded41ba","After initial successes, the US military suffered many painful years in Afghanistan and Iraq before undertaking the most significant retooling of any military while in active combat since the German Army in 1917. The change to a counter-insurgency posture was catalysed by a combination of junior leadership responding to the tactical problems that confronted them and senior institutional dissidents driving deep, controversial changes in doctrine and culture to meet the new requirements. Both components were necessary, but neither was sufficient on its own. They were the product of an institutional culture that strove to be self-learning, with varying levels of success. Specific recommendations recognise, preserve and advance this dynamic in anticipation of future requirements for rapid change in response to the next conflict."
"Great-power relations in Asia: A Japanese perspective",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951681633&doi=10.1080%2f00396330903465212&partnerID=40&md5=cb628212992804323a0052a7872d605b",[No abstract available]
"Al-Qaeda's Palestinian problem",11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950786229&doi=10.1080%2f00396330903168865&partnerID=40&md5=315ea1f90336e8713198441a22b2c371","While its ability to operate in the heart of the Middle East is in decline, al-Qaeda has issued increasing numbers of statements dedicated to the Palestinian arena. The increased attention is not coincidental. In distress, al-Qaeda is seeking to use the Palestinian question to improve its image by presenting itself as the Palestinians' true defender. However, Hamas's control over the Gaza Strip presents a serious dilemma for al-Qaeda. It is finding that there is no easy way to back its promises with action and that confronting Hamas may actually have undesirable consequences."
"Turkey's war at home",11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950776488&doi=10.1080%2f00396330903309881&partnerID=40&md5=25c36d1ce148447e456f2e96f39be1ea","Turkey is now more polarized than at any other time since the left-right violence that engulfed the country during the 1970s. As Prime Minister Recep Tayyip Erdogan and the Justice and Development Party (AKP) have lurched from one crisis to another over the last two years, the domestic coalition that brought them to power has fractured. In an effort to satisfy different constituencies, AKP has jettisoned prudent reformism in favour of ad hoc policies. If its Western partners do not act, Turkey will drift away from the United States and Europe in the powerful undercurrents of populism, nationalism and authoritarianism."
"Structuring Middle East security",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77951684797&doi=10.1080%2f00396330903461682&partnerID=40&md5=4763200ab80e457afd011ba9c90e674c","The lack of an inclusive mechanism for the promotion of regional cooperation and security in the Middle East is striking. How could the first steps be taken towards such a goal, given the Middle East's many rivalries and conflicts? There are different conceptions of the basic notions of security in play; the question of the proper relationship between regional and sub-regional approaches requires much deliberation; the role of outside powers remains vexing; and the ongoing Arab-Israeli conflict is seen, at least by some, as rendering progress impossible for the time being. One way forward may be to accept that no single system is going to emerge. Rather, it might be best to conceive of the road ahead as involving discussion of a 'system of systems'."
"The roots of iran's election crisis",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950785714&doi=10.1080%2f00396330903309873&partnerID=40&md5=bea93a84d90c6bc933ad535b205a72c9","The Iranian leadership's handling of the dispute over the June 2009 presidential election not only bitterly alienated a sizeable proportion of the population; it also deeply split the ruling clerics. The government has lost the support of many ranking Islamist figures, whose continued backing is necessary to maintain its coherence and effectiveness, and its legitimacy has been eroded. If it fails to modify its authoritarian Islamist mindset and power structure to claw back some, if not all, of its lost clerical and public support, the scene is set for a greater popular backlash in the long run. The current turmoil, ostensibly sparked by the election results, stems from a confluence of factors, including growing public discontent with the regime's theocratic behaviour, economic mismanagement and foreign-policy embarrassments, especially since Ahmadinejad became president in 2005. These are symptomatic, however, of deeper structural problems in the nature of the Islamic government that has evolved in Iran."
"Afghanistan: How much is enough?",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950773451&doi=10.1080%2f00396330903309857&partnerID=40&md5=51f1c389168724f0a93ed76c1f09b096","US President Barack Obama's current policy, in line with the prevailing Washington consensus, favours escalation in Afghanistan. The idea is that as the United States' military presence in Iraq is drawn down, the use of force can be refocused on Afghanistan to forge a more viable state. The principal instruments of this policy are more American troops with better force protection (a customised version of the counter-insurgency 'surge' employed with ostensible success in Iraq) and firmer bilateral diplomacy with Pakistan. The administration's policy appears to be overdetermined.1The premise of the policy is that the United States must 'own' Afghanistan in order to defend its strategic interests. But that premise begs the question of whether US strategic interests actually require the United States to assume the grand and onerous responsibility of rebuilding the Afghan state. They do not."
